3.45,2.5784
3.5,2.657
3.55,2.729
3.6,2.7937
3.65,2.8504
3.7,2.8987
3.75,2.938
3.8,2.9679
3.85,2.9882
3.9,2.9985
3.95,2.9989
4,2.9894
4.05,2.9699
4.1,2.9407
4.15,2.9022
4.2,2.8546
4.25,2.7985
4.3,2.7344
4.35,2.663
4.4,2.5849
4.45,2.501
4.5,2.4121
4.55,2.3191
4.6,2.2229
4.65,2.1245
4.7,2.0248
4.75,1.9248
4.8,1.8257
4.85,1.7282
4.9,1.6335
4.95,1.5425
5,1.456
5.05,1.3749
5.1,1.3001
5.15,1.2323
5.2,1.1722
5.25,1.1203
5.3,1.0772
5.35,1.0434
5.4,1.0191
5.45,1.0046
5.5,1
5.55,1.0054
5.6,1.0208
5.65,1.046
5.7,1.0807
5.75,1.1245
5.8,1.1772
5.85,1.238
5.9,1.3065
5.95,1.3819
6,1.4634
6.05,1.5504
6.1,1.6418
6.15,1.7368
6.2,1.8344
6.25,1.9337
6.3,2.0336
6.35,2.1332
6.4,2.2315
6.45,2.3275
6.5,2.4202
6.55,2.5087
6.6,2.5921
6.65,2.6696
6.7,2.7404
6.75,2.8038
6.8,2.8592
6.85,2.906
6.9,2.9437
6.95,2.972
7,2.9906
7.05,2.9993
7.1,2.998
7.15,2.9868
7.2,2.9657
7.25,2.9349
7.3,2.8948
7.35,2.8457
7.4,2.7883
7.45,2.7229
7.5,2.6503
7.55,2.5712
7.6,2.4864
7.65,2.3967
7.7,2.3031
7.75,2.2065
7.8,2.1078
7.85,2.008
7.9,1.9081
7.95,1.8091
8,1.7121
8.05,1.6179
8.1,1.5276
8.15,1.4419
8.2,1.3619
8.25,1.2882
8.3,1.2216
8.35,1.1629
8.4,1.1124
8.45,1.0709
8.5,1.0386
8.55,1.0159
8.6,1.0031
8.65,1.0002
8.7,1.0073
8.75,1.0244
8.8,1.0512
8.85,1.0874
8.9,1.1328
8.95,1.1868
9,1.249
9.05,1.3187
9.1,1.3952
9.15,1.4777
9.2,1.5654
9.25,1.6575
9.3,1.753
9.35,1.851
9.4,1.9505
9.45,2.0504
9.5,2.1499
9.55,2.2478
9.6,2.3433
9.65,2.4354
9.7,2.5231
9.75,2.6055
9.8,2.682
9.85,2.7516
9.9,2.8137
9.95,2.8676
10,2.9129
